iter	Passed	Remaining
0	1	85
1	2	60
2	3	59
3	4	55
4	5	52
5	6	50
6	7	48
7	8	46
8	9	44
9	10	41
10	11	40
11	12	39
12	13	39
13	14	38
14	15	36
15	16	35
16	17	34
17	18	33
18	19	31
19	20	30
20	21	29
21	21	27
22	22	26
23	23	25
24	24	24
25	25	23
26	26	22
27	27	21
28	28	20
29	29	19
30	30	18
31	31	17
32	32	16
33	32	15
34	33	14
35	34	13
36	35	12
37	36	11
38	37	10
39	38	9
40	39	8
41	40	7
42	41	6
43	42	5
44	43	4
45	44	3
46	45	2
47	46	1
48	47	0
49	48	0
