iter	RMSE
259	4522.683417
260	4518.181545
261	4513.33399
262	4507.913271
263	4504.249434
264	4499.800728
265	4496.183618
266	4491.876909
267	4487.851994
268	4483.726745
269	4479.334092
270	4474.848928
271	4470.923374
272	4466.6377
273	4462.37679
274	4458.661316
275	4455.350606
276	4451.676708
277	4448.808784
278	4445.386226
279	4442.861964
280	4439.304671
281	4434.905449
282	4430.451309
283	4426.005435
284	4422.283317
285	4418.350592
286	4415.0787
287	4412.129153
288	4408.594823
289	4405.091639
290	4402.948528
291	4399.406797
292	4395.699291
293	4392.21633
294	4388.849886
295	4385.986074
296	4382.106734
297	4380.006946
298	4376.601294
299	4373.654306
300	4370.026298
301	4367.68914
302	4364.706737
303	4361.407948
304	4358.402739
305	4355.099375
306	4352.470498
307	4349.259185
308	4347.065728
309	4344.074105
310	4342.290107
311	4339.360651
312	4337.370283
313	4334.101032
314	4331.467108
315	4329.500908
316	4326.718167
317	4323.637583
318	4322.07862
319	4319.236179
320	4316.250224
321	4313.698247
322	4311.575011
323	4308.808004
324	4305.717745
325	4303.020892
326	4301.519495
327	4298.298958
328	4295.897684
329	4293.871936
330	4291.879836
331	4290.018867
332	4287.296814
333	4284.914613
334	4282.105627
335	4279.469772
336	4277.236346
337	4276.503584
338	4273.954344
339	4271.519383
340	4268.738695
341	4266.71828
342	4264.35583
343	4261.697017
344	4258.803502
345	4255.702623
346	4254.322743
347	4252.985553
348	4250.264845
349	4249.570907
350	4248.033896
351	4245.67612
352	4243.515405
353	4241.505133
354	4239.179111
355	4237.994388
356	4235.778125
357	4233.306125
358	4230.981973
359	4229.358315
360	4227.429104
361	4226.194933
362	4223.444868
363	4221.701655
364	4219.651549
365	4217.052475
366	4214.654142
367	4213.073752
368	4211.381873
369	4210.845337
370	4209.035032
371	4206.998296
372	4204.765732
373	4203.494637
374	4201.815802
375	4201.110549
376	4198.987562
377	4196.623141
378	4194.263819
379	4192.0986
380	4191.311723
381	4189.353613
382	4186.466286
383	4184.667484
384	4182.471937
385	4180.217993
386	4178.376364
387	4177.0797
388	4176.182037
389	4173.950736
390	4172.757961
391	4170.507719
392	4168.911354
393	4167.335519
394	4165.860362
395	4164.562105
396	4163.571251
397	4162.254612
398	4160.851092
399	4160.565438
400	4158.466966
401	4156.235726
402	4154.86243
403	4153.45394
404	4151.656688
405	4149.964682
406	4147.98278
407	4146.313864
408	4145.485731
409	4144.254033
410	4142.775016
411	4140.367058
412	4138.324207
413	4136.865745
414	4135.147156
415	4134.622771
416	4133.353315
417	4132.593573
418	4130.765591
419	4129.27915
420	4128.607811
421	4127.365532
422	4125.953854
423	4124.459129
424	4122.986657
425	4122.471703
426	4121.100885
427	4119.837253
428	4118.935116
429	4118.508043
430	4118.046062
431	4116.669353
432	4115.4253
433	4113.483159
434	4112.008026
435	4111.667495
436	4110.313279
437	4109.065375
438	4107.585506
439	4105.551021
440	4104.650989
441	4103.63629
442	4102.389578
443	4101.038157
444	4099.718342
445	4098.255447
446	4097.428154
447	4096.272761
448	4095.236617
449	4094.766391
450	4092.760232
451	4090.070157
452	4088.93066
453	4088.017272
454	4086.66463
455	4084.713641
456	4082.922442
457	4081.423766
458	4080.224678
459	4079.139811
460	4078.196535
461	4077.015003
462	4075.331786
463	4073.795726
464	4072.056287
465	4069.640868
466	4068.514662
467	4068.399596
468	4067.35633
469	4066.264165
470	4064.237677
471	4062.409342
472	4060.288508
473	4059.115189
474	4057.043684
475	4055.829351
476	4053.611323
477	4053.149813
478	4052.202468
479	4050.950329
480	4050.813354
481	4049.507348
482	4048.56737
483	4048.472233
484	4047.072866
485	4045.562126
486	4044.310146
487	4043.976475
488	4043.031955
489	4041.169177
490	4039.835877
491	4038.866874
492	4037.964761
493	4036.589748
494	4036.433366
495	4035.220968
496	4034.122372
497	4033.26613
498	4032.176686
499	4031.169644
500	4029.891988
501	4028.7786
502	4028.034254
503	4026.491891
504	4025.33816
505	4024.6978
506	4023.433704
507	4022.763997
508	4021.771956
509	4020.350276
510	4019.462513
511	4018.204265
512	4017.035913
513	4016.479758
514	4015.397673
515	4013.5713
516	4013.35225
517	4012.683468
518	4011.488059
519	4010.131491
520	4009.320154
521	4007.387239
522	4007.030264
523	4005.771853
524	4005.488383
525	4005.122958
526	4004.92398
527	4003.810055
528	4003.237859
529	4002.344107
530	4001.362026
531	4000.342232
532	4000.222984
533	3999.38813
534	3997.811573
535	3997.51178
536	3996.787987
537	3994.774233
538	3993.863004
539	3992.483508
540	3991.536414
541	3990.477026
542	3988.824215
543	3987.622517
544	3986.706483
545	3985.393205
546	3984.259942
547	3983.58233
548	3982.741102
549	3981.717252
550	3980.399348
551	3979.537453
552	3978.522196
553	3977.028798
554	3976.088437
555	3975.258016
556	3973.810512
557	3973.457014
558	3971.675829
559	3970.957811
560	3969.487386
561	3968.355717
562	3967.542774
563	3966.035704
564	3965.414325
565	3964.625912
566	3963.59789
567	3962.641463
568	3961.392812
569	3960.594519
570	3960.498835
571	3959.305805
572	3957.983118
573	3956.85847
574	3955.934164
575	3954.853981
576	3953.284308
577	3951.671862
578	3950.539958
579	3949.872775
580	3949.686396
581	3948.951471
582	3948.415415
583	3947.997133
584	3947.240864
585	3946.950976
586	3944.780546
587	3943.906653
588	3943.033572
589	3941.552345
590	3941.533265
591	3940.317013
592	3940.153072
593	3938.735454
594	3937.862454
595	3936.444997
596	3935.598426
597	3935.049597
598	3933.938652
599	3933.005343
